Study ID	Control	Category	DisplayUnit	Site Number	Site Name	ControlOriginal	ControlType	Form	Proxy	NatureOfMeasurement	UsedIndependently	Meta	UnitType	Unit	TimeSeriesMeasured	TimeSeriesUsedForStats	Variable Temporal Resolution	Temoral Resolution Coarsest (y)	Temporal Resolution Finest (y)	Temporal Extent StartDate	Temporal Extent EndDate	Temporal Extent (y)	Number of Time Points	Prior Manip / Obs at Site (y)	Extent	Metaanalysis	LatDD	LonDD
SRB-226	Light	Atmosphere	7 Light	1	Tuktoyaktuk Coastal Plain	Solar Insolation	PROX	NO	NO	SPG	TRUE	FALSE	float	Joules	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Region	FALSE	69.053	-132.269
SRB-226	Sea Ice Extent	Climatic Teleconnections	Sea Ice Extent	1	Tuktoyaktuk Coastal Plain	Sea Ice Extent	ULT	NO	NO	OBS	TRUE	FALSE	float		TRUE	TRUE	FALSE	1	1	1968	2014	46	46	0	Region	FALSE	69.053	-132.269
SRB-226	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Tuktoyaktuk Coastal Plain	Soil Moisture	PROX	NO	NO	SPG	TRUE	FALSE	float	Unitless	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Region	FALSE	69.053	-132.269
SRB-226	Soil Stability	Soil Surface	11 Soil Surface	1	Tuktoyaktuk Coastal Plain	Thaw Slumping	PROX	Thaw Slump	NO	SPG	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Region	FALSE	69.053	-132.269
SRB-226	Thermokarst	Glacial and Periglacial	Glacial and Periglacial	1	Tuktoyaktuk Coastal Plain	Thermokarst Lake Drainage	ULT	Lake Drainage	NO	SPG	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Region	FALSE	69.053	-132.269
SRB-226	Total Above-ground Biomass	Ecosystem Structure	Ecosystem Structure	1	Tuktoyaktuk Coastal Plain	Plant Biomass	ULT	NO	NO	SPG	TRUE	FALSE	float	NDVI in 1985	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Region	FALSE	69.053	-132.269
SRB-229	Canopy Height	Ecosystem Structure	Ecosystem Structure	1	Peel Plateau	Shrub Canopy Height	ULT	NO	NO	SPG	TRUE	FALSE	cat	Tall Shrub | Dwarf Shrub	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Site	FALSE	67.25	-135.25
SRB-229	Human Land Use	Human Activity	Human	1	Peel Plateau	Human Infrastructure	ULT	Proximity	NO	CHR	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	42	Site	FALSE	67.25	-135.25
SRB-230	Fire	Atmosphere	4 Fire	1	Kolyma River	Fire	PROX	NO	NO	CHR	TRUE	FALSE	bool	Burned	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	41	Site	FALSE	69.783	162.3
SRB-233	Air Temp	Atmosphere	2 Air Temperature	1	Semmeldalen	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	1	1	1998	2009	11	11	0	Site	FALSE	78.5	15.333
SRB-233	Ice and Frost	Atmosphere	6 Ice and Frost	1	Semmeldalen	Rain-on-Snow	PROX	Rain-On-Snow	NO	OBS	TRUE	FALSE			TRUE	TRUE	FALSE	1	1	1998	2009	11	11	0	Site	FALSE	78.5	15.333
SRB-233	Light	Atmosphere	7 Light	1	Semmeldalen	Cloudiness: Mean	PROX	NO	Cloudiness Mean	OBS	TRUE	FALSE	int	Cloud Cover Scale	TRUE	TRUE	FALSE	1	1	1998	2009	11	11	0	Site	FALSE	78.5	15.333
SRB-233	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Semmeldalen	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	1	1	1998	2009	11	11	0	Site	FALSE	78.5	15.333
SRB-234	Air Temp	Atmosphere	2 Air Temperature	1	B	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	60.641	-44.913
SRB-234	Air Temp	Atmosphere	2 Air Temperature	2	A	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	61.275	-48.297
SRB-234	Air Temp	Atmosphere	2 Air Temperature	3	S1	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	69.048	-50.375
SRB-234	Air Temp	Atmosphere	2 Air Temperature	4	S2	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	69.591	-54.146
SRB-234	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	B	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	60.641	-44.913
SRB-234	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	A	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	61.275	-48.297
SRB-234	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	3	S1	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	69.048	-50.375
SRB-234	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	4	S2	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1959	2008	49	49	0	Site	FALSE	69.591	-54.146
SRB-241	Soil Salinity	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Mackenzie River Delta	Saline Incursion	PROX	Saline Incursion	NO	OER	TRUE	FALSE	bool	Presence	FALSE	TRUE	N/A	N/A	N/A	N/A	N/A	8	1	8	Region	FALSE	69.25	-135.5
SRB-242	Soil Salinity	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Disko Island	Saline Incursion	PROX	Saline Incursion	NO	OER	TRUE	FALSE	float	Deposit Depth	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	12	Site	FALSE	69.817	-53.452
SRB-25	Air Temp	Atmosphere	2 Air Temperature	2	Endalen	Air Temperature	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated	TRUE	FALSE	FALSE	0	0	2005	2010	5	0	5	Site	FALSE	78.183	15.733
SRB-257	Soil Stability	Soil Surface	11 Soil Surface	1	Herschel Island	Thaw Slump	PROX	Thaw Slump	NO	CHR	TRUE	FALSE	cat	Age class	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	250	Site	FALSE	69.6	-139.067
SRB-258	Soil Nutrients	Soil	Soil Nutrients	1	Toolik Lake	Soil Nutrients	ULT	NO	NO	ECS	TRUE	FALSE	int	Length of manipulation (years)	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	2	21	Site	FALSE	68.633	-149.567
SRB-260	Air Temp	Atmosphere	2 Air Temperature	2	Central	Temperature Preconditioning Regime	PROX	NO	NO	NRF	TRUE	TRUE	cat	15C Light 10C Dark | 30C Light 25C Dark	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	0	0	Site	TRUE	65.567	-145.083
SRB-261	Air Temp	Atmosphere	2 Air Temperature	1	East Greenland	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1873	2011	138	138	0	Site	FALSE	70.435	-21.967
SRB-261	Mineral Content	Soil Belowground Resources	14 Soil Belowground Resources	1	East Greenland	Bedrock	PROX	NO	Bedrock Type	SPG	TRUE	FALSE	cat	Sediment | Intrusive	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	70.435	-21.967
SRB-262	Ice and Frost	Atmosphere	6 Ice and Frost	1	Barrow	Thaw Degree Days	PROX	NO	Thaw Degree Days		TRUE	FALSE			FALSE	TRUE	TRUE	5	1	1994	2012	18	12	18	Site	FALSE	71.317	-156.6
SRB-262	Ice and Frost	Atmosphere	6 Ice and Frost	2	Atqasuk	Thaw Degree Days	PROX	NO	Thaw Degree Days		TRUE	FALSE			FALSE	TRUE	TRUE	5	1	1994	2012	18	12	18	Site	FALSE	70.45	-157.4
SRB-267	Soil N	Soil Belowground Resources	14 Soil Belowground Resources	1	Ny-Alesund	N Addition (5yr) and recovery (13y)	PROX	NO	NO	NRF	TRUE	FALSE	bool	Manipulated	TRUE	FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	18	Site	FALSE	78.916	11.973
SRB-270	Snow Dynamics	Atmosphere	8 Snow	1	Adventdalen Valley	Snow Depth	PROX	NO	NO	ROF	FALSE	FALSE	cat	Ambient | Medium | Deep	TRUE	FALSE	N/A	N/A	1	2006	2012	6	6	0	Site	FALSE	78.283	16.45
SRB-276	Air Temp	Atmosphere	2 Air Temperature	1	Boniface River	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1946	2009	63	64	0	Site	FALSE	57.75	-76.333
SRB-276	Physiographic Unit	Topography	Topography	1	Boniface River	Topography	ULT	NO	NO	SPG	TRUE	FALSE	cat	Terrace | Hilltop | Snowbed	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	57.75	-76.333
SRB-276	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Boniface River	Drought Stress	PROX	Drought	SPEI	OBS	TRUE	FALSE	float	SPEI	TRUE	TRUE	FALSE	0.083	0.083	1946	2010	64	64	0	Site	FALSE	57.75	-76.333
SRB-276	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Boniface River	Precipitation Sum	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1946	2009	63	64	0	Site	FALSE	57.75	-76.333
SRB-281	Air Temp	Atmosphere	2 Air Temperature	1	Barrow	Air Temperature	PROX	NO	NO	ROF	TRUE	FALSE	bool	Presence	TRUE	FALSE	TRUE	7	3	1994	2012	18	4	0	Site	FALSE	71.317	-156.6
SRB-281	Air Temp	Atmosphere	2 Air Temperature	2	Atqasuk	Air Temperature	PROX	NO	NO	ROF	TRUE	FALSE	bool	Presence	TRUE	FALSE	TRUE	7	3	1994	2012	18	4	0	Site	FALSE	70.45	-157.4
SRB-284	Air Temp	Atmosphere	2 Air Temperature	1	Latnjajaure Field Station	Temperature Enhancement	PROX	NO	NO	ROF	TRUE	FALSE	bool	Manipulated	FALSE	TRUE	TRUE	4	2	1995	2001	6	3	0	Site	FALSE	68.35	18.483
SRB-284	Soil Nutrients	Soil	Soil Nutrients	1	Latnjajaure Field Station	Nutient Manipulation (N+P)	ULT	N + P	NO	ROF	FALSE	FALSE	bool	Manipulated	FALSE	TRUE	TRUE	4	2	1995	2001	6	3	0	Site	FALSE	68.35	18.483
SRB-285	Air Temp	Atmosphere	2 Air Temperature	1	Arctic Station	Growing Degree Days	PROX	NO	Growing Degree Days	OBS	TRUE	FALSE	float	days	TRUE	TRUE	FALSE	0.083	0.083	1873	1991	118	1416	0	Site	FALSE	69.25	-53.517
SRB-285	Air Temp	Atmosphere	2 Air Temperature	1	Arctic Station	Air Temperature	PROX	NO	NO	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1873	1991	118	1416	0	Site	FALSE	69.25	-53.517
SRB-285	Ice and Frost	Atmosphere	6 Ice and Frost	1	Arctic Station	Thaw Degree Days	PROX	NO	Thaw Degree Days	OBS	TRUE	FALSE	float	days	TRUE	TRUE	FALSE	0.083	0.083	1873	1991	118	1416	0	Site	FALSE	69.25	-53.517
SRB-285	Snow Dynamics	Atmosphere	8 Snow	1	Arctic Station	Snow Depth	PROX	NO	NO	OBS	TRUE	FALSE	float	cm	TRUE	TRUE	FALSE	0.083	0.083	1991	2011	20	240	0	Site	FALSE	69.25	-53.517
SRB-285	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Arctic Station	Precipitation	PROX	NO	Precipitation Total	OBS	TRUE	FALSE	float	mm	TRUE	TRUE	FALSE	0.083	0.083	1901	2010	109	1308	0	Site	FALSE	69.25	-53.517
SRB-285	Soil Temperature	Soil Belowground Conditions	12 Soil Belowground Conditions	1	Arctic Station	Soil Temperature	PROX	NO	NO	OBS	TRUE	FALSE	float	DegC	TRUE	TRUE	FALSE	0.083	0.083	1991	2011	20	240	0	Site	FALSE	69.25	-53.517
SRB-293	Herbivory	Biotic	9 Herbivory	1	Vaygach Island	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	70.421	59.051
SRB-293	Herbivory	Biotic	9 Herbivory	2	Belyi Nos Peninsula	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	69.604	60.201
SRB-293	Herbivory	Biotic	9 Herbivory	3	Kolguev Island	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.785	49.318
SRB-293	Herbivory	Biotic	9 Herbivory	4	Murmansk	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.9	33.667
SRB-293	Herbivory	Biotic	9 Herbivory	5	Naryan-Mar	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.637	53.051
SRB-293	Herbivory	Biotic	9 Herbivory	6	Lovozero	Defoliator Damage	PROX	Defoliator	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.887	34.417
SRB-293	Herbivory	Biotic	9 Herbivory	1	Vaygach Island	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	70.421	59.051
SRB-293	Herbivory	Biotic	9 Herbivory	2	Belyi Nos Peninsula	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	69.604	60.201
SRB-293	Herbivory	Biotic	9 Herbivory	3	Kolguev Island	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.785	49.318
SRB-293	Herbivory	Biotic	9 Herbivory	4	Murmansk	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.9	33.667
SRB-293	Herbivory	Biotic	9 Herbivory	5	Naryan-Mar	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.637	53.051
SRB-293	Herbivory	Biotic	9 Herbivory	6	Lovozero	Miner Damage	PROX	Miner	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.887	34.417
SRB-293	Herbivory	Biotic	9 Herbivory	1	Vaygach Island	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	70.421	59.051
SRB-293	Herbivory	Biotic	9 Herbivory	2	Belyi Nos Peninsula	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	69.604	60.201
SRB-293	Herbivory	Biotic	9 Herbivory	3	Kolguev Island	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.785	49.318
SRB-293	Herbivory	Biotic	9 Herbivory	4	Murmansk	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	68.9	33.667
SRB-293	Herbivory	Biotic	9 Herbivory	5	Naryan-Mar	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.637	53.051
SRB-293	Herbivory	Biotic	9 Herbivory	6	Lovozero	Galler Damage	PROX	Galler	NO	SPG	TRUE	FALSE	float	Percent damage	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67.887	34.417
SRB-300	Fire	Atmosphere	4 Fire	1	Kougarok	Fire	PROX	NO	Burn Severity	SPG	TRUE	FALSE	float	Burn Severity Score	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	65.441	164.651
SRB-302	Air Temp	Atmosphere	2 Air Temperature	1	Arctic Alaska	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.4	-159.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	2	Denali	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	63.6	-149.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	3	Herschel Island	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	69.6	-138.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	4	Kluane Region	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61	-138.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	5	Dempster	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	66.7	-136.3
SRB-302	Air Temp	Atmosphere	2 Air Temperature	6	Noell Lake	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.5	-133.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	7	Bull Island	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.6	-100.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	8	Quamani'tuaq	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	64.4	-95.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	9	Resolute Bay	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.7	-94.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	10	Axel Heiberg Island	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-88.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	11	Truelove Lowland	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.7	-84.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	12	Hotweather Creek	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-84.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	13	Crocker Bay	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.6	-82.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	14	Alexandra Fiord	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	15	Alexandra Fiord	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	16	Alexandra Fiord	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	17	Lowland	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	18	Lake A	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	83	-75.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	19	Kangiqsujuaq	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.6	-71.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	20	Kangiqsualujjuaq	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	58.7	-65.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	22	Arsuk Fjord	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.3	-48.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	23	Near Kangerlussuaq	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.2	-50.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	24	Zakenberg	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	25	Zakenberg	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	26	Finse	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.6	7.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	27	Minnestolen	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.7	7.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	30	Endalen	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.2	15.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	31	Ebbadalen	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.4	16.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	32	Abisko	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.3	18.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	33	Varandei	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.7	58.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	34	Laborovaya	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68	68
SRB-302	Air Temp	Atmosphere	2 Air Temperature	35	Yuribei River	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.9	70.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	36	Yakutia	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.6	135.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	37	Kytalyk	Air Temperature: Min	PROX	NO	Min	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	70.8	147.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	1	Arctic Alaska	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.4	-159.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	2	Denali	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	63.6	-149.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	3	Herschel Island	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	69.6	-138.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	4	Kluane Region	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61	-138.5
