Study ID	Control	Category	DisplayUnit	Site Number	Site Name	ControlOriginal	ControlType	Form	Proxy	NatureOfMeasurement	UsedIndependently	Meta	UnitType	Unit	TimeSeriesMeasured	TimeSeriesUsedForStats	Variable Temporal Resolution	Temoral Resolution Coarsest (y)	Temporal Resolution Finest (y)	Temporal Extent StartDate	Temporal Extent EndDate	Temporal Extent (y)	Number of Time Points	Prior Manip / Obs at Site (y)	Extent	Metaanalysis	LatDD	LonDD
SRB-302	Air Temp	Atmosphere	2 Air Temperature	5	Dempster	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	66.7	-136.3
SRB-302	Air Temp	Atmosphere	2 Air Temperature	6	Noell Lake	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.5	-133.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	7	Bull Island	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.6	-100.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	8	Quamani'tuaq	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	64.4	-95.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	9	Resolute Bay	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.7	-94.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	10	Axel Heiberg Island	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-88.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	11	Truelove Lowland	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.7	-84.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	12	Hotweather Creek	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-84.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	13	Crocker Bay	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.6	-82.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	14	Alexandra Fiord	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	15	Alexandra Fiord	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	16	Alexandra Fiord	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	17	Lowland	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	18	Lake A	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	83	-75.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	19	Kangiqsujuaq	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.6	-71.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	20	Kangiqsualujjuaq	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	58.7	-65.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	22	Arsuk Fjord	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.3	-48.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	23	Near Kangerlussuaq	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.2	-50.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	24	Zakenberg	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	25	Zakenberg	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	26	Finse	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.6	7.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	27	Minnestolen	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.7	7.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	30	Endalen	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.2	15.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	31	Ebbadalen	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.4	16.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	32	Abisko	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.3	18.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	33	Varandei	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.7	58.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	34	Laborovaya	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68	68
SRB-302	Air Temp	Atmosphere	2 Air Temperature	35	Yuribei River	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.9	70.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	36	Yakutia	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.6	135.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	37	Kytalyk	Air Temperature: Max	PROX	NO	Max	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	70.8	147.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	1	Arctic Alaska	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.4	-159.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	2	Denali	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	63.6	-149.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	3	Herschel Island	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	69.6	-138.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	4	Kluane Region	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61	-138.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	5	Dempster	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	66.7	-136.3
SRB-302	Air Temp	Atmosphere	2 Air Temperature	6	Noell Lake	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.5	-133.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	7	Bull Island	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.6	-100.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	8	Quamani'tuaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	64.4	-95.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	9	Resolute Bay	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.7	-94.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	10	Axel Heiberg Island	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-88.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	11	Truelove Lowland	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.7	-84.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	12	Hotweather Creek	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-84.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	13	Crocker Bay	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.6	-82.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	14	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	15	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	16	Alexandra Fiord	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	17	Lowland	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Air Temp	Atmosphere	2 Air Temperature	18	Lake A	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	83	-75.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	19	Kangiqsujuaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.6	-71.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	20	Kangiqsualujjuaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	58.7	-65.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	22	Arsuk Fjord	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.3	-48.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	23	Near Kangerlussuaq	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.2	-50.1
SRB-302	Air Temp	Atmosphere	2 Air Temperature	24	Zakenberg	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	25	Zakenberg	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Air Temp	Atmosphere	2 Air Temperature	26	Finse	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.6	7.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	27	Minnestolen	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.7	7.9
SRB-302	Air Temp	Atmosphere	2 Air Temperature	30	Endalen	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.2	15.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	31	Ebbadalen	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.4	16.4
SRB-302	Air Temp	Atmosphere	2 Air Temperature	32	Abisko	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.3	18.7
SRB-302	Air Temp	Atmosphere	2 Air Temperature	33	Varandei	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.7	58.5
SRB-302	Air Temp	Atmosphere	2 Air Temperature	34	Laborovaya	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68	68
SRB-302	Air Temp	Atmosphere	2 Air Temperature	35	Yuribei River	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.9	70.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	36	Yakutia	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.6	135.2
SRB-302	Air Temp	Atmosphere	2 Air Temperature	37	Kytalyk	Air Temperature: Mean	PROX	NO	Mean	OBS	TRUE	TRUE	float	DegC	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	70.8	147.5
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	1	Arctic Alaska	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.4	-159.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	2	Denali	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	63.6	-149.2
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	3	Herschel Island	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	69.6	-138.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	4	Kluane Region	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61	-138.5
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	5	Dempster	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	66.7	-136.3
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	6	Noell Lake	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.5	-133.6
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	7	Bull Island	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.6	-100.1
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	8	Quamani'tuaq	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	64.4	-95.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	9	Resolute Bay	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.7	-94.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	10	Axel Heiberg Island	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-88.1
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	11	Truelove Lowland	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	75.7	-84.6
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	12	Hotweather Creek	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	80	-84.5
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	13	Crocker Bay	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.6	-82.8
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	14	Alexandra Fiord	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	15	Alexandra Fiord	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	16	Alexandra Fiord	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	17	Lowland	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.9	-75.8
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	18	Lake A	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	83	-75.4
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	19	Kangiqsujuaq	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.6	-71.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	20	Kangiqsualujjuaq	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	58.7	-65.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	22	Arsuk Fjord	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	61.3	-48.1
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	23	Near Kangerlussuaq	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.2	-50.1
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	24	Zakenberg	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	25	Zakenberg	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	74.5	-20.6
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	26	Finse	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.6	7.5
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	27	Minnestolen	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	60.7	7.9
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	30	Endalen	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.2	15.7
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	31	Ebbadalen	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	78.4	16.4
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	32	Abisko	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.3	18.7
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	33	Varandei	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.7	58.5
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	34	Laborovaya	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68	68
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	35	Yuribei River	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	68.9	70.2
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	36	Yakutia	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	67.6	135.2
SRB-302	Soil Moisture	Soil Belowground Conditions	13 Soil Moisture	37	Kytalyk	Precipitation: Sum	PROX	NO	Precipitation Total	OBS	TRUE	TRUE	float	mm	TRUE	TRUE	FALSE	0.08	0.08	1950	2011	61	61	0	Site	TRUE	70.8	147.5
SRB-303	Air Temp	Atmosphere	2 Air Temperature	1	Finnmarksvidda	Warming	PROX	NO	NO	FAC	TRUE	FALSE	bool	Manipulated	TRUE	TRUE	FALSE	11	11	1998	2009	11	2	0	Site	FALSE	69.75	23.99
SRB-303	Herbivory	Biotic	9 Herbivory	1	Finnmarksvidda	Grazing	PROX	NO	NO	FAC	TRUE	FALSE	bool	Exclosed	TRUE	TRUE	FALSE	11	11	1998	2009	11	2	0	Site	FALSE	69.75	23.99
SRB-307	Erosion	Soil Surface	11 Soil Surface	1	Kangerlussuaq	Aeolian Erosion	PROX	Aeolian	NO	SPG	TRUE	FALSE	bool	Presence	FALSE	FALSE	N/A	N/A	N/A	N/A	N/A	0	1	0	Site	FALSE	67	-50.683
SRB-308	Active Layer Depth	Soil Belowground Conditions	12 Active Layer Depth	1	"Arctic Inventory Monitoring Network, Alaska"	Soil Depth of Thaw	PROX	NO	NO	SPG	TRUE	FALSE	cat	Class		FALSE	N/A	N/A	N/A	N/A	N/A	N/A	1	0	Region	FALSE	67.262	-159.147
